Frequency_Hz,Magnitude_dB,Phase_Rad
11415.29,5.9510,0.0000
11415.96,5.9510,0.0000
11416.64,5.9510,0.0000
11417.31,5.9509,0.0000
11417.98,5.9509,0.0000
11418.65,5.9509,0.0000
11419.33,5.9509,0.0000
11420.00,5.9509,0.0000
11420.67,5.9509,0.0000
11421.35,5.9509,0.0000
11422.02,5.9509,0.0000
11422.69,5.9509,0.0000
11423.36,5.9509,0.0000
11424.04,5.9508,0.0000
11424.71,5.9508,0.0000
11425.38,5.9508,0.0000
11426.06,5.9508,0.0000
11426.73,5.9508,0.0000
11427.40,5.9508,0.0000
11428.07,5.9508,0.0000
11428.75,5.9508,0.0000
11429.42,5.9508,0.0000
11430.09,5.9507,0.0000
11430.77,5.9507,0.0000
11431.44,5.9507,0.0000
11432.11,5.9507,0.0000
11432.79,5.9507,0.0000
11433.46,5.9507,0.0000
11434.13,5.9507,0.0000
11434.80,5.9507,0.0000
11435.48,5.9507,0.0000
11436.15,5.9506,0.0000
11436.82,5.9506,0.0000
11437.50,5.9506,0.0000
11438.17,5.9506,0.0000
11438.84,5.9506,0.0000
11439.51,5.9506,0.0000
11440.19,5.9506,0.0000
11440.86,5.9506,0.0000
11441.53,5.9505,0.0000
11442.21,5.9505,0.0000
11442.88,5.9505,0.0000
11443.55,5.9505,0.0000
11444.22,5.9505,0.0000
11444.90,5.9505,0.0000
11445.57,5.9505,0.0000
11446.24,5.9505,0.0000
11446.92,5.9505,0.0000
11447.59,5.9504,0.0000
11448.26,5.9504,0.0000
11448.93,5.9504,0.0000
11449.61,5.9504,0.0000
11450.28,5.9504,0.0000
11450.95,5.9504,0.0000
11451.63,5.9504,0.0000
11452.30,5.9504,0.0000
11452.97,5.9504,0.0000
11453.65,5.9504,0.0000
11454.32,5.9503,0.0000
11454.99,5.9503,0.0000
11455.66,5.9503,0.0000
11456.34,5.9503,0.0000
11457.01,5.9503,0.0000
11457.68,5.9503,0.0000
11458.36,5.9503,0.0000
11459.03,5.9503,0.0000
11459.70,5.9503,0.0000
11460.37,5.9503,0.0000
11461.05,5.9502,0.0000
11461.72,5.9502,0.0000
11462.39,5.9502,0.0000
11463.07,5.9502,0.0000
11463.74,5.9502,0.0000
11464.41,5.9502,0.0000
11465.08,5.9502,0.0000
11465.76,5.9502,0.0000
11466.43,5.9502,0.0000
11467.10,5.9501,0.0000
11467.78,5.9501,0.0000
11468.45,5.9501,0.0000
11469.12,5.9501,0.0000
11469.80,5.9501,0.0000
11470.47,5.9501,0.0000
11471.14,5.9501,0.0000
11471.81,5.9501,0.0000
11472.49,5.9501,0.0000
11473.16,5.9501,0.0000
11473.83,5.9500,0.0000
11474.51,5.9500,0.0000
11475.18,5.9500,0.0000
11475.85,5.9500,0.0000
11476.52,5.9500,0.0000
11477.20,5.9500,0.0000
11477.87,5.9500,0.0000
11478.54,5.9500,0.0000
11479.22,5.9500,0.0000
11479.89,5.9499,0.0000
11480.56,5.9499,0.0000
11481.23,5.9499,0.0000
11481.91,5.9499,0.0000
11482.58,5.9499,0.0000
11483.25,5.9499,0.0000
11483.93,5.9499,0.0000
11484.60,5.9499,0.0000
11485.27,5.9499,0.0000
11485.95,5.9498,0.0000
11486.62,5.9498,0.0000
11487.29,5.9498,0.0000
11487.96,5.9498,0.0000
11488.64,5.9498,0.0000
11489.31,5.9498,0.0000
11489.98,5.9498,0.0000
11490.66,5.9498,0.0000
11491.33,5.9498,0.0000
11492.00,5.9497,0.0000
11492.67,5.9497,0.0000
11493.35,5.9497,0.0000
11494.02,5.9497,0.0000
11494.69,5.9497,0.0000
11495.37,5.9497,0.0000
11496.04,5.9497,0.0000
11496.71,5.9497,0.0000
11497.38,5.9497,0.0000
11498.06,5.9497,0.0000
11498.73,5.9496,0.0000
11499.40,5.9496,0.0000
11500.08,5.9496,0.0000
11500.75,5.9496,0.0000
11501.42,5.9496,0.0000
11502.10,5.9496,0.0000
11502.77,5.9496,0.0000
11503.44,5.9496,0.0000
11504.11,5.9496,0.0000
11504.79,5.9495,0.0000
11505.46,5.9495,0.0000
11506.13,5.9495,0.0000
11506.81,5.9495,0.0000
11507.48,5.9495,0.0000
11508.15,5.9495,0.0000
11508.82,5.9495,0.0000
11509.50,5.9495,0.0000
11510.17,5.9495,0.0000
11510.84,5.9494,0.0000
11511.52,5.9494,0.0000
11512.19,5.9494,0.0000
11512.86,5.9494,0.0000
11513.53,5.9494,0.0000
11514.21,5.9494,0.0000
11514.88,5.9494,0.0000
11515.55,5.9494,0.0000
11516.23,5.9494,0.0000
11516.90,5.9494,0.0000
11517.57,5.9493,0.0000
11518.24,5.9493,0.0000
11518.92,5.9493,0.0000
11519.59,5.9493,0.0000
11520.26,5.9493,0.0000
11520.94,5.9493,0.0000
11521.61,5.9493,0.0000
11522.28,5.9493,0.0000
11522.96,5.9493,0.0000
11523.63,5.9492,0.0000
11524.30,5.9492,0.0000
11524.97,5.9492,0.0000
11525.65,5.9492,0.0000
11526.32,5.9492,0.0000
11526.99,5.9492,0.0000
11527.67,5.9492,0.0000
11528.34,5.9492,0.0000
11529.01,5.9492,0.0000
11529.68,5.9491,0.0000
11530.36,5.9491,0.0000
11531.03,5.9491,0.0000
11531.70,5.9491,0.0000
11532.38,5.9491,0.0000
11533.05,5.9491,0.0000
11533.72,5.9491,0.0000
11534.39,5.9491,0.0000
11535.07,5.9491,0.0000
11535.74,5.9490,0.0000
11536.41,5.9490,0.0000
11537.09,5.9490,0.0000
11537.76,5.9490,0.0000
11538.43,5.9490,0.0000
11539.11,5.9490,0.0000
11539.78,5.9490,0.0000
11540.45,5.9490,0.0000
11541.12,5.9490,0.0000
11541.80,5.9489,0.0000
11542.47,5.9489,0.0000
11543.14,5.9489,0.0000
11543.82,5.9489,0.0000
11544.49,5.9489,0.0000
11545.16,5.9489,0.0000
11545.83,5.9489,0.0000
11546.51,5.9489,0.0000
11547.18,5.9489,0.0000
11547.85,5.9489,0.0000
11548.53,5.9488,0.0000
11549.20,5.9488,0.0000
11549.87,5.9488,0.0000
11550.54,5.9488,0.0000
11551.22,5.9488,0.0000
11551.89,5.9488,0.0000
11552.56,5.9488,0.0000
11553.24,5.9488,0.0000
11553.91,5.9488,0.0000
11554.58,5.9487,0.0000
11555.26,5.9487,0.0000
11555.93,5.9487,0.0000
11556.60,5.9487,0.0000
11557.27,5.9487,0.0000
11557.95,5.9487,0.0000
11558.62,5.9487,0.0000
11559.29,5.9487,0.0000
11559.97,5.9487,0.0000
11560.64,5.9487,0.0000
11561.31,5.9486,0.0000
11561.98,5.9486,0.0000
11562.66,5.9486,0.0000
11563.33,5.9486,0.0000
11564.00,5.9486,0.0000
11564.68,5.9486,0.0000
11565.35,5.9486,0.0000
11566.02,5.9486,0.0000
11566.69,5.9486,0.0000
11567.37,5.9486,0.0000
11568.04,5.9485,0.0000
11568.71,5.9485,0.0000
11569.39,5.9485,0.0000
11570.06,5.9485,0.0000
11570.73,5.9485,0.0000
11571.41,5.9485,0.0000
11572.08,5.9485,0.0000
11572.75,5.9485,0.0000
11573.42,5.9485,0.0000
11574.10,5.9484,0.0000
11574.77,5.9484,0.0000
11575.44,5.9484,0.0000
11576.12,5.9484,0.0000
11576.79,5.9484,0.0000
11577.46,5.9484,0.0000
11578.13,5.9484,0.0000
11578.81,5.9484,0.0000
11579.48,5.9484,0.0000
11580.15,5.9483,0.0000
11580.83,5.9483,0.0000
11581.50,5.9483,0.0000
11582.17,5.9483,0.0000
11582.84,5.9483,0.0000
11583.52,5.9483,0.0000
11584.19,5.9483,0.0000
11584.86,5.9483,0.0000
11585.54,5.9482,0.0000
11586.21,5.9482,0.0000
11586.88,5.9482,0.0000
11587.55,5.9482,0.0000
11588.23,5.9482,0.0000
11588.90,5.9482,0.0000
11589.57,5.9482,0.0000
11590.25,5.9482,0.0000
11590.92,5.9482,0.0000
11591.59,5.9481,0.0000
11592.27,5.9481,0.0000
11592.94,5.9481,0.0000
11593.61,5.9481,0.0000
11594.28,5.9481,0.0000
11594.96,5.9481,0.0000
11595.63,5.9481,0.0000
11596.30,5.9481,0.0000
11596.98,5.9481,0.0000
11597.65,5.9480,0.0000
11598.32,5.9480,0.0000
11598.99,5.9480,0.0000
11599.67,5.9480,0.0000
11600.34,5.9480,0.0000
11601.01,5.9480,0.0000
11601.69,5.9480,0.0000
11602.36,5.9480,0.0000
11603.03,5.9480,0.0000
11603.70,5.9480,0.0000
11604.38,5.9479,0.0000
11605.05,5.9479,0.0000
11605.72,5.9479,0.0000
11606.40,5.9479,0.0000
11607.07,5.9479,0.0000
11607.74,5.9479,0.0000
11608.42,5.9479,0.0000
11609.09,5.9479,0.0000
11609.76,5.9479,0.0000
11610.43,5.9479,0.0000
11611.11,5.9478,0.0000
11611.78,5.9478,0.0000
11612.45,5.9478,0.0000
11613.13,5.9478,0.0000
11613.80,5.9478,0.0000
11614.47,5.9478,0.0000
11615.14,5.9478,0.0000
11615.82,5.9478,0.0000
11616.49,5.9478,0.0000
11617.16,5.9478,0.0000
11617.84,5.9477,0.0000
11618.51,5.9477,0.0000
11619.18,5.9477,0.0000
11619.85,5.9477,0.0000
11620.53,5.9477,0.0000
11621.20,5.9477,0.0000
11621.87,5.9477,0.0000
11622.55,5.9477,0.0000
11623.22,5.9477,0.0000
11623.89,5.9476,0.0000
11624.57,5.9476,0.0000
11625.24,5.9476,0.0000
11625.91,5.9476,0.0000
11626.58,5.9476,0.0000
11627.26,5.9476,0.0000
11627.93,5.9476,0.0000
11628.60,5.9476,0.0000
11629.28,5.9476,0.0000
11629.95,5.9475,0.0000
11630.62,5.9475,0.0000
11631.29,5.9475,0.0000
11631.97,5.9475,0.0000
11632.64,5.9475,0.0000
11633.31,5.9475,0.0000
11633.99,5.9475,0.0000
11634.66,5.9475,0.0000
11635.33,5.9475,0.0000
11636.00,5.9474,0.0000
11636.68,5.9474,0.0000
11637.35,5.9474,0.0000
11638.02,5.9474,0.0000
11638.70,5.9474,0.0000
11639.37,5.9474,0.0000
11640.04,5.9474,0.0000
11640.72,5.9474,0.0000
11641.39,5.9473,0.0000
11642.06,5.9473,0.0000
11642.73,5.9473,0.0000
11643.41,5.9473,0.0000
11644.08,5.9473,0.0000
11644.75,5.9473,0.0000
11645.43,5.9473,0.0000
11646.10,5.9473,0.0000
11646.77,5.9473,0.0000
11647.44,5.9472,0.0000
11648.12,5.9472,0.0000
11648.79,5.9472,0.0000
11649.46,5.9472,0.0000
11650.14,5.9472,0.0000
11650.81,5.9472,0.0000
11651.48,5.9472,0.0000
11652.15,5.9472,0.0000
11652.83,5.9472,0.0000
11653.50,5.9472,0.0000
11654.17,5.9471,0.0000
11654.85,5.9471,0.0000
11655.52,5.9471,0.0000
11656.19,5.9471,0.0000
11656.86,5.9471,0.0000
11657.54,5.9471,0.0000
11658.21,5.9471,0.0000
11658.88,5.9471,0.0000
11659.56,5.9471,0.0000
11660.23,5.9470,0.0000
11660.90,5.9470,0.0000
11661.58,5.9470,0.0000
11662.25,5.9470,0.0000
11662.92,5.9470,0.0000
11663.59,5.9470,0.0000
11664.27,5.9470,0.0000
11664.94,5.9470,0.0000
11665.61,5.9470,0.0000
11666.29,5.9470,0.0000
11666.96,5.9469,0.0000
11667.63,5.9469,0.0000
11668.30,5.9469,0.0000
11668.98,5.9469,0.0000
11669.65,5.9469,0.0000
11670.32,5.9469,0.0000
11671.00,5.9469,0.0000
11671.67,5.9469,0.0000
11672.34,5.9469,0.0000
11673.01,5.9468,0.0000
11673.69,5.9468,0.0000
11674.36,5.9468,0.0000
11675.03,5.9468,0.0000
11675.71,5.9468,0.0000
11676.38,5.9468,0.0000
11677.05,5.9468,0.0000
11677.73,5.9468,0.0000
11678.40,5.9468,0.0000
11679.07,5.9468,0.0000
11679.74,5.9467,0.0000
11680.42,5.9467,0.0000
11681.09,5.9467,0.0000
11681.76,5.9467,0.0000
11682.44,5.9467,0.0000
11683.11,5.9467,0.0000
11683.78,5.9467,0.0000
11684.45,5.9467,0.0000
11685.13,5.9467,0.0000
11685.80,5.9466,0.0000
11686.47,5.9466,0.0000
11687.15,5.9466,0.0000
11687.82,5.9466,0.0000
11688.49,5.9466,0.0000
11689.16,5.9466,0.0000
11689.84,5.9466,0.0000
11690.51,5.9466,0.0000
11691.18,5.9466,0.0000
11691.86,5.9465,0.0000
11692.53,5.9465,0.0000
11693.20,5.9465,0.0000
11693.88,5.9465,0.0000
11694.55,5.9465,0.0000
11695.22,5.9465,0.0000
11695.89,5.9465,0.0000
11696.57,5.9465,0.0000
11697.24,5.9465,0.0000
11697.91,5.9464,0.0000
11698.59,5.9464,0.0000
11699.26,5.9464,0.0000
11699.93,5.9464,0.0000
11700.60,5.9464,0.0000
11701.28,5.9464,0.0000
11701.95,5.9464,0.0000
11702.62,5.9464,0.0000
11703.30,5.9464,0.0000
11703.97,5.9463,0.0000
11704.64,5.9463,0.0000
11705.31,5.9463,0.0000
11705.99,5.9463,0.0000
11706.66,5.9463,0.0000
11707.33,5.9463,0.0000
11708.01,5.9463,0.0000
11708.68,5.9463,0.0000
11709.35,5.9463,0.0000
11710.03,5.9462,0.0000
11710.70,5.9462,0.0000
11711.37,5.9462,0.0000
11712.04,5.9462,0.0000
11712.72,5.9462,0.0000
11713.39,5.9462,0.0000
11714.06,5.9462,0.0000
11714.74,5.9462,0.0000
11715.41,5.9462,0.0000
11716.08,5.9462,0.0000
11716.75,5.9461,0.0000
11717.43,5.9461,0.0000
11718.10,5.9461,0.0000
11718.77,5.9461,0.0000
11719.45,5.9461,0.0000
11720.12,5.9461,0.0000
11720.79,5.9461,0.0000
11721.46,5.9461,0.0000
11722.14,5.9461,0.0000
11722.81,5.9460,0.0000
11723.48,5.9460,0.0000
11724.16,5.9460,0.0000
11724.83,5.9460,0.0000
11725.50,5.9460,0.0000
11726.17,5.9460,0.0000
11726.85,5.9460,0.0000
11727.52,5.9460,0.0000
11728.19,5.9460,0.0000
11728.87,5.9459,0.0000
11729.54,5.9459,0.0000
11730.21,5.9459,0.0000
11730.89,5.9459,0.0000
11731.56,5.9459,0.0000
11732.23,5.9459,0.0000
11732.90,5.9459,0.0000
11733.58,5.9459,0.0000
11734.25,5.9459,0.0000
11734.92,5.9458,0.0000
11735.60,5.9458,0.0000
11736.27,5.9458,0.0000
11736.94,5.9458,0.0000
11737.61,5.9458,0.0000
11738.29,5.9458,0.0000
11738.96,5.9458,0.0000
11739.63,5.9458,0.0000
11740.31,5.9458,0.0000
11740.98,5.9457,0.0000
11741.65,5.9457,0.0000
11742.32,5.9457,0.0000
11743.00,5.9457,0.0000
11743.67,5.9457,0.0000
11744.34,5.9457,0.0000
11745.02,5.9457,0.0000
11745.69,5.9457,0.0000
11746.36,5.9457,0.0000
11747.04,5.9456,0.0000
11747.71,5.9456,0.0000
11748.38,5.9456,0.0000
11749.05,5.9456,0.0000
11749.73,5.9456,0.0000
11750.40,5.9456,0.0000
11751.07,5.9456,0.0000
11751.75,5.9456,0.0000
11752.42,5.9456,0.0000
11753.09,5.9456,0.0000
11753.76,5.9455,0.0000
11754.44,5.9455,0.0000
11755.11,5.9455,0.0000
11755.78,5.9455,0.0000
11756.46,5.9455,0.0000
11757.13,5.9455,0.0000
11757.80,5.9455,0.0000
11758.47,5.9455,0.0000
11759.15,5.9455,0.0000
11759.82,5.9454,0.0000
11760.49,5.9454,0.0000
11761.17,5.9454,0.0000
11761.84,5.9454,0.0000
11762.51,5.9454,0.0000
11763.19,5.9454,0.0000
11763.86,5.9454,0.0000
11764.53,5.9454,0.0000
11765.20,5.9454,0.0000
11765.88,5.9454,0.0000
11766.55,5.9453,0.0000
11767.22,5.9453,0.0000
11767.90,5.9453,0.0000
11768.57,5.9453,0.0000
11769.24,5.9453,0.0000
11769.91,5.9453,0.0000
11770.59,5.9453,0.0000
11771.26,5.9453,0.0000
11771.93,5.9453,0.0000
11772.61,5.9452,0.0000
11773.28,5.9452,0.0000
11773.95,5.9452,0.0000
11774.62,5.9452,0.0000
11775.30,5.9452,0.0000
11775.97,5.9452,0.0000
11776.64,5.9452,0.0000
11777.32,5.9452,0.0000
11777.99,5.9452,0.0000
11778.66,5.9451,0.0000
11779.34,5.9451,0.0000
11780.01,5.9451,0.0000
11780.68,5.9451,0.0000
11781.35,5.9451,0.0000
11782.03,5.9451,0.0000
11782.70,5.9451,0.0000
11783.37,5.9451,0.0000
11784.05,5.9450,0.0000
11784.72,5.9450,0.0000
11785.39,5.9450,0.0000
11786.06,5.9450,0.0000
11786.74,5.9450,0.0000
11787.41,5.9450,0.0000
11788.08,5.9450,0.0000
11788.76,5.9450,0.0000
11789.43,5.9450,0.0000
11790.10,5.9449,0.0000
11790.77,5.9449,0.0000
11791.45,5.9449,0.0000
11792.12,5.9449,0.0000
11792.79,5.9449,0.0000
11793.47,5.9449,0.0000
11794.14,5.9449,0.0000
11794.81,5.9449,0.0000
11795.48,5.9449,0.0000
11796.16,5.9448,0.0000
11796.83,5.9448,0.0000
11797.50,5.9448,0.0000
11798.18,5.9448,0.0000
11798.85,5.9448,0.0000
11799.52,5.9448,0.0000
11800.20,5.9448,0.0000
11800.87,5.9448,0.0000
11801.54,5.9448,0.0000
11802.21,5.9447,0.0000
11802.89,5.9447,0.0000
11803.56,5.9447,0.0000
11804.23,5.9447,0.0000
11804.91,5.9447,0.0000
11805.58,5.9447,0.0000
11806.25,5.9447,0.0000
11806.92,5.9447,0.0000
11807.60,5.9447,0.0000
11808.27,5.9447,0.0000
11808.94,5.9446,0.0000
11809.62,5.9446,0.0000
11810.29,5.9446,0.0000
11810.96,5.9446,0.0000
11811.63,5.9446,0.0000
11812.31,5.9446,0.0000
11812.98,5.9446,0.0000
11813.65,5.9446,0.0000
11814.33,5.9446,0.0000
11815.00,5.9446,0.0000
11815.67,5.9445,0.0000
11816.35,5.9445,0.0000
11817.02,5.9445,0.0000
11817.69,5.9445,0.0000
11818.36,5.9445,0.0000
11819.04,5.9445,0.0000
11819.71,5.9445,0.0000
11820.38,5.9445,0.0000
11821.06,5.9445,0.0000
11821.73,5.9444,0.0000
11822.40,5.9444,0.0000
11823.07,5.9444,0.0000
11823.75,5.9444,0.0000
11824.42,5.9444,0.0000
11825.09,5.9444,0.0000
11825.77,5.9444,0.0000
11826.44,5.9444,0.0000
11827.11,5.9444,0.0000
11827.78,5.9443,0.0000
11828.46,5.9443,0.0000
11829.13,5.9443,0.0000
11829.80,5.9443,0.0000
11830.48,5.9443,0.0000
11831.15,5.9443,0.0000
11831.82,5.9443,0.0000
11832.50,5.9443,0.0000
11833.17,5.9443,0.0000
11833.84,5.9442,0.0000
11834.51,5.9442,0.0000
11835.19,5.9442,0.0000
11835.86,5.9442,0.0000
11836.53,5.9442,0.0000
11837.21,5.9442,0.0000
11837.88,5.9442,0.0000
11838.55,5.9442,0.0000
11839.22,5.9441,0.0000
11839.90,5.9441,0.0000
11840.57,5.9441,0.0000
11841.24,5.9441,0.0000
11841.92,5.9441,0.0000
11842.59,5.9441,0.0000
11843.26,5.9441,0.0000
11843.93,5.9441,0.0000
11844.61,5.9441,0.0000
11845.28,5.9440,0.0000
11845.95,5.9440,0.0000
11846.63,5.9440,0.0000
11847.30,5.9440,0.0000
11847.97,5.9440,0.0000
11848.65,5.9440,0.0000
11849.32,5.9440,0.0000
11849.99,5.9440,0.0000
11850.66,5.9440,0.0000
11851.34,5.9439,0.0000
11852.01,5.9439,0.0000
11852.68,5.9439,0.0000
11853.36,5.9439,0.0000
11854.03,5.9439,0.0000
11854.70,5.9439,0.0000
11855.37,5.9439,0.0000
11856.05,5.9439,0.0000
11856.72,5.9439,0.0000
11857.39,5.9439,0.0000
11858.07,5.9438,0.0000
11858.74,5.9438,0.0000
11859.41,5.9438,0.0000
11860.08,5.9438,0.0000
11860.76,5.9438,0.0000
11861.43,5.9438,0.0000
11862.10,5.9438,0.0000
11862.78,5.9438,0.0000
11863.45,5.9438,0.0000
11864.12,5.9437,0.0000
11864.79,5.9437,0.0000
11865.47,5.9437,0.0000
11866.14,5.9437,0.0000
11866.81,5.9437,0.0000
11867.49,5.9437,0.0000
11868.16,5.9437,0.0000
11868.83,5.9437,0.0000
11869.51,5.9437,0.0000
11870.18,5.9437,0.0000
11870.85,5.9436,0.0000
11871.52,5.9436,0.0000
11872.20,5.9436,0.0000
11872.87,5.9436,0.0000
11873.54,5.9436,0.0000
11874.22,5.9436,0.0000
11874.89,5.9436,0.0000
11875.56,5.9436,0.0000
11876.23,5.9436,0.0000
11876.91,5.9435,0.0000
11877.58,5.9435,0.0000
11878.25,5.9435,0.0000
11878.93,5.9435,0.0000
11879.60,5.9435,0.0000
11880.27,5.9435,0.0000
11880.94,5.9435,0.0000
11881.62,5.9435,0.0000
11882.29,5.9435,0.0000
11882.96,5.9434,0.0000
11883.64,5.9434,0.0000
11884.31,5.9434,0.0000
11884.98,5.9434,0.0000
11885.66,5.9434,0.0000
11886.33,5.9434,0.0000
11887.00,5.9434,0.0000
11887.67,5.9434,0.0000
11888.35,5.9434,0.0000
11889.02,5.9433,0.0000
11889.69,5.9433,0.0000
11890.37,5.9433,0.0000
11891.04,5.9433,0.0000
11891.71,5.9433,0.0000
11892.38,5.9433,0.0000
11893.06,5.9433,0.0000
11893.73,5.9433,0.0000
11894.40,5.9433,0.0000
11895.08,5.9432,0.0000
11895.75,5.9432,0.0000
11896.42,5.9432,0.0000
11897.09,5.9432,0.0000
11897.77,5.9432,0.0000
11898.44,5.9432,0.0000
11899.11,5.9432,0.0000
11899.79,5.9432,0.0000
11900.46,5.9432,0.0000
11901.13,5.9431,0.0000
11901.81,5.9431,0.0000
11902.48,5.9431,0.0000
11903.15,5.9431,0.0000
11903.82,5.9431,0.0000
11904.50,5.9431,0.0000
11905.17,5.9431,0.0000
11905.84,5.9431,0.0000
11906.52,5.9431,0.0000
11907.19,5.9430,0.0000
11907.86,5.9430,0.0000
11908.53,5.9430,0.0000
11909.21,5.9430,0.0000
11909.88,5.9430,0.0000
11910.55,5.9430,0.0000
11911.23,5.9430,0.0000
11911.90,5.9430,0.0000
11912.57,5.9430,0.0000
11913.24,5.9429,0.0000
11913.92,5.9429,0.0000
11914.59,5.9429,0.0000
11915.26,5.9429,0.0000
11915.94,5.9429,0.0000
11916.61,5.9429,0.0000
11917.28,5.9429,0.0000
11917.96,5.9429,0.0000
11918.63,5.9429,0.0000
11919.30,5.9428,0.0000
11919.97,5.9428,0.0000
11920.65,5.9428,0.0000
11921.32,5.9428,0.0000
11921.99,5.9428,0.0000
11922.67,5.9428,0.0000
11923.34,5.9428,0.0000
11924.01,5.9428,0.0000
11924.68,5.9428,0.0000
11925.36,5.9427,0.0000
11926.03,5.9427,0.0000
11926.70,5.9427,0.0000
11927.38,5.9427,0.0000
11928.05,5.9427,0.0000
11928.72,5.9427,0.0000
11929.39,5.9427,0.0000
11930.07,5.9427,0.0000
11930.74,5.9427,0.0000
11931.41,5.9426,0.0000
11932.09,5.9426,0.0000
11932.76,5.9426,0.0000
11933.43,5.9426,0.0000
11934.10,5.9426,0.0000
11934.78,5.9426,0.0000
11935.45,5.9426,0.0000
11936.12,5.9426,0.0000
11936.80,5.9426,0.0000
11937.47,5.9425,0.0000
11938.14,5.9425,0.0000
11938.82,5.9425,0.0000
11939.49,5.9425,0.0000
11940.16,5.9425,0.0000
11940.83,5.9425,0.0000
11941.51,5.9425,0.0000
11942.18,5.9425,0.0000
11942.85,5.9425,0.0000
11943.53,5.9424,0.0000
11944.20,5.9424,0.0000
11944.87,5.9424,0.0000
11945.54,5.9424,0.0000
11946.22,5.9424,0.0000
11946.89,5.9424,0.0000
11947.56,5.9424,0.0000
11948.24,5.9424,0.0000
11948.91,5.9424,0.0000
11949.58,5.9423,0.0000
11950.25,5.9423,0.0000
11950.93,5.9423,0.0000
11951.60,5.9423,0.0000
11952.27,5.9423,0.0000
11952.95,5.9423,0.0000
11953.62,5.9423,0.0000
11954.29,5.9423,0.0000
11954.97,5.9423,0.0000
11955.64,5.9423,0.0000
11956.31,5.9422,0.0000
11956.98,5.9422,0.0000
11957.66,5.9422,0.0000
11958.33,5.9422,0.0000
11959.00,5.9422,0.0000
11959.68,5.9422,0.0000
11960.35,5.9422,0.0000
11961.02,5.9422,0.0000
11961.69,5.9422,0.0000
11962.37,5.9421,0.0000
11963.04,5.9421,0.0000
11963.71,5.9421,0.0000
11964.39,5.9421,0.0000
11965.06,5.9421,0.0000
11965.73,5.9421,0.0000
11966.40,5.9421,0.0000
11967.08,5.9421,0.0000
11967.75,5.9421,0.0000
11968.42,5.9421,0.0000
11969.10,5.9420,0.0000
11969.77,5.9420,0.0000
11970.44,5.9420,0.0000
11971.12,5.9420,0.0000
11971.79,5.9420,0.0000
11972.46,5.9420,0.0000
11973.13,5.9420,0.0000
11973.81,5.9420,0.0000
11974.48,5.9420,0.0000
11975.15,5.9419,0.0000
11975.83,5.9419,0.0000
11976.50,5.9419,0.0000
11977.17,5.9419,0.0000
11977.84,5.9419,0.0000
11978.52,5.9419,0.0000
11979.19,5.9419,0.0000
11979.86,5.9419,0.0000
11980.54,5.9418,0.0000
11981.21,5.9418,0.0000
11981.88,5.9418,0.0000
11982.55,5.9418,0.0000
11983.23,5.9418,0.0000
11983.90,5.9418,0.0000
11984.57,5.9418,0.0000
11985.25,5.9418,0.0000
11985.92,5.9418,0.0000
11986.59,5.9417,0.0000
11987.27,5.9417,0.0000
11987.94,5.9417,0.0000
11988.61,5.9417,0.0000
11989.28,5.9417,0.0000
11989.96,5.9417,0.0000
11990.63,5.9417,0.0000
11991.30,5.9417,0.0000
11991.98,5.9416,0.0000
11992.65,5.9416,0.0000
11993.32,5.9416,0.0000
11993.99,5.9416,0.0000
11994.67,5.9416,0.0000
11995.34,5.9416,0.0000
11996.01,5.9416,0.0000
11996.69,5.9416,0.0000
11997.36,5.9416,0.0000
11998.03,5.9416,0.0000
11998.70,5.9415,0.0000
11999.38,5.9415,0.0000
12000.05,5.9415,0.0000
12000.72,5.9415,0.0000
12001.40,5.9415,0.0000
12002.07,5.9415,0.0000
12002.74,5.9415,0.0000
12003.41,5.9415,0.0000
12004.09,5.9415,0.0000
12004.76,5.9414,0.0000
12005.43,5.9414,0.0000
12006.11,5.9414,0.0000
12006.78,5.9414,0.0000
12007.45,5.9414,0.0000
12008.13,5.9414,0.0000
12008.80,5.9414,0.0000
12009.47,5.9414,0.0000
12010.14,5.9414,0.0000
12010.82,5.9414,0.0000
12011.49,5.9413,0.0000
12012.16,5.9413,0.0000
12012.84,5.9413,0.0000
12013.51,5.9413,0.0000
12014.18,5.9413,0.0000
12014.85,5.9413,0.0000
12015.53,5.9413,0.0000
12016.20,5.9413,0.0000
12016.87,5.9413,0.0000
12017.55,5.9412,0.0000
12018.22,5.9412,0.0000
12018.89,5.9412,0.0000
12019.56,5.9412,0.0000
12020.24,5.9412,0.0000
12020.91,5.9412,0.0000
12021.58,5.9412,0.0000
12022.26,5.9412,0.0000
12022.93,5.9412,0.0000
12023.60,5.9412,0.0000
12024.28,5.9411,0.0000
12024.95,5.9411,0.0000
12025.62,5.9411,0.0000
12026.29,5.9411,0.0000
12026.97,5.9411,0.0000
12027.64,5.9411,0.0000
12028.31,5.9411,0.0000
12028.99,5.9411,0.0000
12029.66,5.9410,0.0000
12030.33,5.9410,0.0000
12031.00,5.9410,0.0000
12031.68,5.9410,0.0000
12032.35,5.9410,0.0000
12033.02,5.9410,0.0000
12033.70,5.9410,0.0000
12034.37,5.9410,0.0000
12035.04,5.9410,0.0000
12035.71,5.9409,0.0000
12036.39,5.9409,0.0000
12037.06,5.9409,0.0000
12037.73,5.9409,0.0000
12038.41,5.9409,0.0000
12039.08,5.9409,0.0000
12039.75,5.9409,0.0000
12040.43,5.9409,0.0000
12041.10,5.9409,0.0000
